No. de registro,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Área de suelo contaminado m²,Volumen de suelo contaminado m³,Cuenta con programa de remediación aprobado,x,y
2465,2023,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Km 010+340 oleoducto de 16"" Ø de Fobos I A C.A.B. Tajín dentro del Activo de Producción Poza Rica, Altamira",Fuga,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,2934.72,2907.06,No,-97.916,20.365
1336,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo San Andrés 79-A, ubicado aproximadamente a 2 kilómetros al sur de la comunidad Remolino",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,698.82,1076.91,Si,-97.188,20.366
1141,2012,Emergencia ambiental,Pemex Refinación,Hidalgo,Huichapan,"Km 181+000 oleoducto de 20"" Ø Nuevo Teapa-Tula-Salamanca, localidad de El Carmen",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petróleo crudo,Hidrocarburos,2302.6,1272.85,Si,-99.633,20.367
691,2011,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Oleogasoducto de 8"" Ø Furbero 1182 a la interconexión Macropera Furbero 1165, comunidad de Vista Hermosa",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,6989.16,2816,Si,-97.469,20.368
1212,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Pozo San Andrés 55-B,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,618,80,No,-97.185,20.369
1578,2014,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Oleogasoducto de 8"" Ø de Macropera Furbero 1101 a entronque Macropera Furbero 1182-1432 comunidad de Las Lajas ",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,27222.84,50535.13,Si,-97.471,20.373
2221,2020,Emergencia ambiental,"Grupo Logístico de Transporte y Comercializador Base, S.A. de C.V.",Michoacán_de_Ocampo,La Piedad,Km 010+000 carretera La Piedad-Guadalajara,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,415,435,Si,-102.11,20.374
2088,2020,Emergencia ambiental,Paolo Francisco Rodríguez Chimal,Querétaro,San Juan del Río,"Km 160+000 autopista México-Querétaro, Lomas de Guadalupe",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Bases,Ácidos y bases,1054.53,126.54,Si,-99.995,20.374
2350,2022,Emergencia ambiental,"Transportes Lal, S.A. de C.V.",Jalisco,Ocotlán,Km 417+300 autopista No. 15D Zinapécuaro-Guadalajara,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,180,630,Si,-102.665,20.375
1642,2014,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Oleoducto de 8” Ø de la Batería de Separación San Andrés III a Batería de Separación San Andrés II a la altura del km 2+390, cerca del Pozo San Andrés 116",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,381.95,305.46,No,-97.205,20.376
1179,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Presa del Pozo San Andrés 6-A,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,136.75,232.48,No,-97.181,20.377
1655,2014,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Oleoducto de 10” Ø Hallazgo I-San Andrés I, aproximadamente a 400 metros de la estación de bombas San Andrés I, comunidad Emiliano Zapata",Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1229.99,427.1,No,-97.18,20.377
2340,2022,Pasivo ambiental,Minera San Galindo,Querétaro,San Juan del Río,"Km 8, localidad San Miguel Galindo, Ejido de San Miguel Galindo",Depósitos de residuos peligrosos,Minería de otros minerales no metálicos,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Solventes orgánicos,Solventes orgánicos,2192.2,4384.4,No,-100.084,20.379
1653,2014,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Línea de descarga de 4"" Ø Pozo San Andrés 81 a Batería San Andrés II, km 0+205 a 150 metros al norte del Pozo, en la comunidad Emiliano Zapata",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,2443.23,370,No,-97.198,20.379
1296,2012,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Km 001+500 oleoducto de 12” Ø San Andrés I-San Andrés II, F/O",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,188.65,175.44,Si,-97.193,20.381
276,2009,Emergencia ambiental,Pemex Refinación,Guanajuato,Valle de Santiago,"Km 022+334 del derecho de vía del poliducto de 10"" Ø Salamanca-Morelia",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,2059,13537,Si,-101.205,20.385
1717,2015,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Línea enterrada sin identificar a 100 metros del Pozo San Andrés 72, a 1.2 km de la comunidad Emiliano Zapata",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,1462.45,438.73,No,-97.197,20.387
1280,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa Remolino 23-A, el sitio se ubica aproximadamente a 11 kilómetros al sureste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,212.21,186.59,Si,-97.219,20.388
1282,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Presa Remolino 3-A,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,N.E.I.,N.E.I.,No,-97.232,20.389
1714,2015,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Km 003+000 ex oleoducto de 12"" Ø San Andrés II-Centro de Almacenamiento y Bombeo Poza Rica en la comunidad El Remolino",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,938.05,479.61,No,-97.225,20.389
1466,2013,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,Tanque de almacenamiento de 560 barriles de la Macropera Furbero 176,Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,3559.97,3449.73,Si,-97.598,20.39
1308,2012,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Pozo Presidente Alemán 238 (línea de descarga de 2"" Ø) en el poblado El Chote y Francisco Villa",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,N.E.I.,N.E.I.,No,-97.338,20.392
1213,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo San Andrés 96-AA, el sitio se ubica aproximadamente a  12.7 kilómetros al sureste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,170.31,100.97,No,-97.207,20.392
1657,2014,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Estopero del Pozo Presidente Alemán 272,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1089.61,179.46,No,-97.333,20.398
1730,2015,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Línea de descarga de 4"" Ø Pozo San Andrés 185, km 0+030",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,754.2,972.43,No,-97.17,20.399
690,2011,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Línea de descarga de la tubería de revestimiento del Pozo Miguel Alemán 24, localidad Morgadal-Tlahuanapa",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,157.5,396.9,Si,-97.368,20.401
1464,2013,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,Oleogasoducto de 8’’ Ø Macropera Furbero 1049-entronque Furbero 1174 hacia la Batería de Separación Tajín V,Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1120.6,1471.7,Si,-97.499,20.402
219,2009,Emergencia ambiental,"Cooperativa La Unión, S.C.L.",Querétaro,San Juan del Río,"Km 167 autopista México-Querétaro, comunidad Loma Linda",Derrame,Autotransporte foráneo de materiales para la construcción,Autotransporte de carga,Petrolíferos,Hidrocarburos,N.E.I.,270,Si,-100.03,20.404
1206,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Presa del Pozo Cerro del Carbón 27-A,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,116.94,31.57,No,-97.251,20.408
1208,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Presa Pozo del Carbón 69-A,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,108,120,No,-97.244,20.408
2481,2023,Emergencia ambiental,"Urano Transportistas, S.A. de C.V.",Jalisco,Talpa de Allende,"Km 008+950 carretera federal No. 521, Cerro Azul de Romero",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,309,556.2,No,-104.808,20.411
1309,2012,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Pozo Presidente Alemán 178 a 11 kilómetros de la ciudad de Papantla,Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,7274.08,5001.83,Si,-97.344,20.413
1205,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Presa del Pozo Cerro del Carbón 17-A,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,193,229,No,-97.275,20.413
1387,2013,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Santa Lucía 11-A, aproximadamente a 9.8 kilómetros al sureste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,N.E.I.,N.E.I.,No,-97.228,20.414
1584,2014,Emergencia ambiental,"Transportes Especializados de Toluca, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Papantla,"Camino de acceso a la Batería de Separación Cerro del Carbón, cerca del entronque al Pozo Cerro del Carbón 51",Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,632.098,88,Si,-97.252,20.416
1388,2013,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Santa Lucia 7-A, se ubica a una distancia aproximada de 7 kilómetros al este de la comunidad Venustiano Carranza",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,467.72,485.43,Si,-97.223,20.423
1565,2014,Emergencia ambiental,Pemex Refinación,Querétaro,San Juan del Río,"Km 095+800 poliducto de 8"" Ø Tula-Salamanca ",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,648.64,5847.64,Si,-99.976,20.425
686,2011,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,"Km 000+772 oleoducto de 8 "" Ø Tajín-Tajín II, localizado en el poblado de Benito Juárez",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,29814.75,15758.6,Si,-97.521,20.426
1207,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,Presa del Pozo Cerro del Carbón 26-A,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,274.28,43.88,No,-97.272,20.428
479,2010,Emergencia ambiental,Pemex Refinación,Puebla,Xicotepec,"Km 035+000 poliducto de 18""-14"" Ø, Poza Rica-Cima de Togo-Azcapotzalco, localizado en el poblado de la Cuchilla",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,2616.9,3740.25,Si,-97.769,20.433
688,2011,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,"Oleoducto de 8"" Ø de la Macropera Tajín 446, poblado de Benito Juárez",Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,520,328.6,Si,-97.502,20.436
1281,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Presidente Miguel Alemán 110-A, el sitio se ubica aproximadamente a 2.2 kilómetros al oeste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,154.94,140.91,Si,-97.35,20.438
1275,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Presidente Miguel Alemán 197-A, el sitio se ubica aproximadamente a 1.0 kilómetro al oeste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,139.54,165.63,Si,-97.35,20.438
1463,2013,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,Km 0+060 oleogasoducto de 8’’ Ø de la Macropera Tajín 411 a Batería de Separación Tajín I,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,997.26,451.3,Si,-97.498,20.443
1227,2012,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,Pozo Tajín 648,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1989.22,676.05,No,-97.498,20.444
1470,2013,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,Km 187 oleogasoducto de 8” Ø de la Macropera Coapechaca 538-Batería de Separación,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,643.5,N.E.I.,No,-97.583,20.446
1276,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Presidente Miguel Alemán 80-A, el sitio se ubica aproximadamente a 2.3 kilómetros al oeste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,130.97,104.29,Si,-97.367,20.447
2390,2022,Pasivo ambiental,"Serviexpress Delfines, S.A. de C.V.",Guanajuato,Abasolo,"Km 34 carretera Irapuato-La Piedad, El Tepocate, Estación de Servicio el Tepocate",Derrames y/o fugas,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,6124,300,No,-101.553,20.451
1277,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Presidente Miguel Alemán 69-A, el sitio se ubica aproximadamente a 2.0 kilómetros al oeste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,22.53,161.46,Si,-97.365,20.456
1274,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Castillo de Teayo,"Presa Presidente Miguel Alemán 98-A, el sitio se ubica aproximadamente a 0.2 kilómetros al noroeste del municipio de Castillo de Teayo",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,191.32,239.84,Si,-97.336,20.456
1311,2012,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,"Km 000+500 oleogasoducto de 8” Ø Macropera Coapechaca 189-Batería de Separación Coapechaca II del Activo Integral Aceite Terciario del Golfo, localidad la Florida",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,N.E.I.,N.E.I.,No,-97.596,20.457
1702,2015,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,Área aledaña al arroyo Morelos en la localidad de Manuel María Contreras,Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,721.22,1036,No,-97.481,20.457
1509,2013,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Coatzintla,"Km 002+800 oleoducto de 8"" Ø de la Batería de Separación Tajín II-Batería de Separación Tajín III, comunidad Benito Juárez ",Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1994.9,789.08,Si,-97.521,20.458
1278,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Papantla,"Presa del Pozo Presidente Miguel Alemán 41-A, el sitio se ubica aproximadamente a 1.3 kilómetros al oeste del municipio de Papantla",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,1787.66,224.7,Si,-97.354,20.459
