No. de registro,Clasificación de técnica o proceso de tratamiento,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Responsable técnico de la remediación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Técnica o proceso de tratamiento,Año de conclusión de la remediación,Área de suelo remediado m²,Volumen de suelo remediado m³,x,y
565,Biológicos,2010,Emergencia ambiental,"Petrocarriers, S.A. de C.V.","Isali, S.A. de C.V.",Aguascalientes,El Llano,"Km 061+300 carretera federal No. 70 Oriente, entronque con la comunidad de Palo Alto",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,437.61,437.61,"2,490,042.20","1,089,318.36"
2195,Biológicos,2019,Emergencia ambiental,"Trans Tanques de Occidente, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nayarit,Santiago Ixcuintla,"Km 039+900 autopista Tepic-Mazatlán, puente Santiago de norte a sur",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2020,364,582.4,"2,183,236.17","1,093,335.99"
394,Biológicos,2009,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Isali, S.A. de C.V.",San_Luis_Potosí,Villa de Reyes,Camino que conduce a Puerta de Acceso 2 de la Central Termoeléctrica,Fuga,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,476,450,"2,610,251.63","1,091,227.65"
1892,Biológicos,2017,Emergencia ambiental,"Fletera de Líquidos Gaal, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Villa de Reyes,"Km 147+500 carretera San Felipe-Cerro Gordo, tramo Villa de Reyes-San Luis Potosí",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,846,260,"2,610,296.05","1,091,295.21"
1850,Disposición final,2016,Pasivo ambiental,Comisión Federal de Electricidad,"Corporativo de Ingeniería y Medio Ambiente, S.A. de C.V.",San_Luis_Potosí,Villa de Reyes,Central Termoeléctrica Villa de Reyes,Derrames y/o fugas,Generación de electricidad a partir de combustibles fósiles,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",Metales,Metales y metaloides,Disposición final fuera del sitio,2023,17807.95,15124.44,"2,609,252.06","1,091,501.22"
2004,Biológicos,2018,Emergencia ambiental,"Petro Oro, S.A. de C.V.","Isali, S.A. de C.V.",San_Luis_Potosí,Villa de Arriaga,Km 076+300 carretera No. 80D Villa de Arriaga-Lagos de Moreno,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2019,260.54,208.88,"2,560,178.15","1,095,751.45"
42,Químicos,2008,Emergencia ambiental,"Transportes Díaz Caneja, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Tamasopo,"Km 057+000 carretera No.70 Tampico -Sánchez Román, tramo Ciudad Valles-Canoas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Bases,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2008,216,122,"2,768,890.37","1,098,325.38"
2326,Químicos,2022,Emergencia ambiental,"Transportes Especializados del Altiplano, S.A. de C.V.","Isali, S.A. de C.V.",San_Luis_Potosí,Rayón,"Km 009+300 camino nacional No. 460 Ciudad Valles-San Luis Potosí, tramo Rayón–Ciudad Valles",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,"Ácidos, bases",Ácidos y bases,Neutralización química a un lado del sitio contaminado,2023,245,104.5,"2,750,244.21","1,099,507.41"
27,Biológicos,2008,Emergencia ambiental,"Transportadora de Combustibles y Asfaltos, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",San_Luis_Potosí,Villa de Arriaga,Km 063+200 carretera No. 80 Tampico-Barra de Navidad,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2009,14.5,517.7,"2,561,912.43","1,098,094.72"
1394,Biológicos,2013,Emergencia ambiental,"Autotransportes Espartanos, S.A. de C.V.","Isali, S.A. de C.V.",San_Luis_Potosí,Villa de Arriaga,Km 005+200 carretera de cuota Villa de Arriaga-Lagos de Moreno,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2016,49.35,47.87,"2,561,525.33","1,098,100.98"
1859,Biológicos,2016,Emergencia ambiental,"Transportes Transcen, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Villa de Arriaga,"Km 004+700 carretera No. 80D, tramo Villa de Arriaga-Lagos de Moreno",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,849,312,"2,561,551.92","1,098,114.44"
594,Combinación de procesos biológicos-disposición final,2010,Emergencia ambiental,"Fletes Astro, S.A. de C.V.","Isali, S.A. de C.V.",San_Luis_Potosí,Villa de Arriaga,"Km 063+000 camino No. 80 Tampico-Barra de Navidad, tramo Villa Arriaga-Ojuelos",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado y disposición final fuera del sitio,2012,641.01,386.6,"2,561,846.83","1,098,292.38"
1930,Biológicos,2017,Emergencia ambiental,"Autotanques Hara, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Villa de Arriaga,Km 055+058 supercarretera Arriaga-San Luis Potosí,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2018,250,394.8,"2,582,375.59","1,099,049.40"
1870,Biológicos,2017,Emergencia ambiental,Baltazar Tello Pérez,"ALSH Esademex, S.A. de C.V.",San_Luis_Potosí,Tamasopo,Km 039+600 de carretera federal No. 70D Rioverde-Ciudad Valles,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,69,41.4,"2,771,418.09","1,103,074.84"
1871,Biológicos,2017,Emergencia ambiental,Baltazar Tello Pérez,"ALSH Esademex, S.A. de C.V.",San_Luis_Potosí,Tamasopo,"Km 040+600 autopista Rioverde-Ciudad Valles, tramo Rayón-la Pitahaya",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,598,598,"2,771,324.63","1,104,699.61"
1887,Biológicos,2017,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Isali, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Km 172+700 carretera federal No. 57, tramo San Juan-Capistrán-San Luis Potosí",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,117,23.4,"2,622,923.35","1,102,738.40"
2185,Biológicos,2019,Emergencia ambiental,"Petro Express del Norte, S.A. de C.V.","EQS Consulting Group, S.A. de C.V.",San_Luis_Potosí,Tamasopo,"Km 043+700 autopista No. 460 Ciudad Valles-San Luis Potosí, tramo Rayón-Ciudad Valles",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2020,612,918,"2,773,914.50","1,105,299.94"
1042,Disposición final,2012,Pasivo ambiental,"Mahle Componentes de Motor de México, S. de R.L. de C.V.","Integrated Environmental Management Services, S.A. de C.V.",Aguascalientes,Jesús María,"Carretera Maravillas-Jesús María km 0.3, colonia Trojes de Alonso",Derrames y/o fugas,Fabricación de motores y sus partes para vehículos automotrices ,Fabricación de equipo de transporte,Solventes orgánicos,Solventes orgánicos,Disposición final fuera del sitio,2013,140,451,"2,469,677.57","1,103,268.33"
114,Disposición final,2008,Emergencia ambiental,"Transportes Hernie, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Zaragoza,"Km 176+100 carretera No. 57 México-Piedras Negras, tramo límite estado Guanajuato-San Luis Potosí",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2009,508,15,"2,621,884.30","1,105,665.99"
2280,Biológicos,2021,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Aquismón,"Km 063+000 autopista Río Verde-Ciudad Valles, tramo Rayón-La Pitaya",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2022,159,95.4,"2,791,222.25","1,108,966.26"
634,Biológicos,2010,Emergencia ambiental,"Autotanques Moya, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,Aquismón,"Km 018+000 carretera federal No. 70 Tampico-Sánchez Román, a la altura de la entrada a la comunidad Los Otates",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petroquímicos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,412,253.2,"2,792,297.49","1,109,488.44"
1807,Biológicos,2016,Pasivo ambiental,"Arrendadora de Centros Comerciales, S. de R.L. de C.V.","TRG México, S. de R.L. de C.V.",San_Luis_Potosí,Ciudad Valles,"Carretera México Laredo sur No. 934, colonia Morales, C.P. 39080",Derrames y/o fugas,Servicios de administración de centrales camioneras. Actual: Inmobiliarias y corredores de bienes raíces,Servicios relacionados con el transporte. Actual: Servicios inmobiliarios,Hidrocarburos de fracción media,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2017,13275.72,17169.48,"2,807,688.53","1,110,008.99"
1001,Térmicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Servicio Ambiental Especializado,  S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Chijoles No. 13 sitio ubicado a 1.9 kilómetros de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Desorción térmica,2016,25488.92,11198.83,"2,889,943.97","1,116,332.19"
852,Químicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Cemex México,  S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Pozo de La Laguna de La Milpa 49 sitio ubicado a una distancia aproximada de 2.1 kilómetros al suroeste de la Subestación Eléctrica Ciudad Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Oxidación química a un lado del sitio contaminado,2016,225.97,277.94,"2,888,612.49","1,117,998.12"
1954,Biológicos,2017,Emergencia ambiental,"Fletes Togo, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Carretera Querétaro-San Luis Potosí km 185+050, federal No. 57, entronque con el libramiento oriente San Luis Potosí, Delegación de La Pila",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2022,475.5,680.25,"2,617,717.45","1,113,896.91"
856,Biológicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Adam Constructora, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área del Pozo Tanantoro 14 sitio ubicado aproximadamente a 2.1 kilómetros de la Subestación Eléctrica de Pánuco,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,903.08,614.32,"2,888,455.74","1,118,582.10"
66,Químicos,2008,Emergencia ambiental,"Transportes Santa Fe del Sureste, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nayarit,Rosamorada,Km 067+900 carretera No. 15D México-Nogales,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2008,100,70,"2,173,267.76","1,118,396.16"
802,Térmicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Consorcio Especializado en Medio Ambiente, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Tampico Alto,Área Saldado S  Zona II ubicado a 0.8 kilómetros del Ejido Topila ,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Desorción térmica,2016,89973.05,65321.3,"2,909,731.25","1,121,403.19"
857,Químicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Adam Constructora, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Tampico Alto,Área El Salado S  Zona I ubicado a una distancia aproximada de 0.8 kilómetros del Ejido Topila,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Oxidación química a un lado del sitio contaminado,2016,63001.49,60586.85,"2,909,716.17","1,121,503.41"
997,Biológicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Respuesta Tecnológica, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa A del Pozo Méndez 1-A Polígono 1 sitio ubicado a 5 kilómetros al sureste de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2016,21361.72,21361.72,"2,905,858.28","1,122,333.90"
684,Químicos,2011,Emergencia ambiental,"Setramex, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,Km 027+200 y el km 027+400 carretera federal No. 80,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2011,863,111.5,"2,589,057.59","1,118,205.32"
917,Térmicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Cemex México,  S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Texas 1-D ubicada a 4.2 kilómetros al este de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,Co-procesamiento,2016,625.74,497.52,"2,904,762.07","1,123,514.95"
918,Térmicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Cemex México,  S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Texas 1-A ubicada a 4.2 kilómetros al este de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Co-procesamiento,2016,2174.56,1339.32,"2,904,803.78","1,123,519.82"
916,Térmicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Cemex México,  S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Texas 1-B ubicada a 4.2 kilómetros al este de la comunidad Vega de Otates,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,Co-procesamiento,2013,361.19,341.82,"2,904,786.29","1,123,546.33"
1500,Combinación de procesos biológicos,2013,Emergencia ambiental,"Fletes Industriales Mexicanos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 120 S  , zona industrial",Derrame,Autotransporte foráneo de materiales para la construcción,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado y bioventeo aerobio en el sitio contaminado,2016,120.55,228.13,"2,611,634.58","1,119,693.75"
1014,Biológicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Consorcio Especializado en Medio Ambiente, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Mahuaves No. 10 sitio ubicado aproximadamente a 2.7 kilómetros del Reventadero,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2016,2999.64,2290.99,"2,892,381.25","1,125,158.64"
1218,Biológicos,2012,Emergencia ambiental,Ninotchska Costa Valcarcel,Ana Lilia Sánchez Hernández,San_Luis_Potosí,San Luis Potosí,"Eje 120 casi esquina con avenida Promoción, zona industrial 1ra. Sección",Derrame e incendio,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2013,500,250,"2,612,512.86","1,120,498.48"
2110,Térmicos,2020,Pasivo ambiental,"Cummins Grupo Industrial, S. de R.L. de C.V.","Corporación Ambiental de México, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 122, No. 200 colonia zona industrial, C.P. 78090",Derrames y/o fugas,"Fabricación de motores de combustión interna, turbinas y transmisiones",Fabricación de maquinaria y equipo,Hidrocarburos de fracción media y pesados,Hidrocarburos,Co-procesamiento,2022,75.89,133.41,"2,613,673.83","1,121,001.47"
2034,Térmicos,2018,Pasivo ambiental,"Cummins Grupo Industrial, S. de R.L. de C.V.","Corporación Ambiental de México, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Eje 122, No. 200, zona industrial, C.P. 78090",Derrames y/o fugas,Fabricación de otras partes para vehículos automotrices ,Fabricación de equipo de transporte,Hidrocarburos de fracción media y pesados,Hidrocarburos,Co-procesamiento,2020,158.82,813.52,"2,613,155.34","1,121,055.69"
915,Térmicos,2011,Pasivo ambiental,Pemex Exploración y Producción,"Cemex México,  S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa S  1152-A ubicada a 0.6 kilómetros al suroeste de la comunidad El Reventadero,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Co-procesamiento,2016,1307.3,1196.64,"2,889,380.93","1,126,244.58"
370,Térmicos,2009,Pasivo ambiental,"Dermaquim, S.A. de C.V.","Quimo Tech de México, S.A. de C.V. ",San_Luis_Potosí,San Luis Potosí,"Avenida Industria No. 3665, zona industrial",Derrames y/o fugas,Fabricación de otros productos químicos básicos inorgánicos ,Industria química,Hidrocarburos pesados,Hidrocarburos,Co-procesamiento,2011,16,9.6,"2,612,428.45","1,122,021.10"
